"id","lead_id","changed_by_user_id","reason","changed_at","old_status","new_status","old_consultation_status_id","new_consultation_status_id","old_pipeline_stage_id","new_pipeline_stage_id","old_assigned_officer_id","new_assigned_officer_id"
643,521,9,"Stage transition: stg01 → stg02","2025-11-22 16:12:39.646161+07","new","contacted",NULL,NULL,"stg01","stg02",9,9
644,522,7,"Stage transition: stg01 → stg02","2025-11-20 08:59:39.646161+07","new","assigned",NULL,NULL,"stg01","stg02",7,7
645,522,7,"Stage transition: stg02 → stg03","2025-11-22 20:59:39.646161+07","contacted","qualified",NULL,NULL,"stg02","stg03",7,7
646,522,7,"Stage transition: stg03 → stg04","2025-12-05 04:59:39.646161+07","qualified","qualified",NULL,NULL,"stg03","stg04",7,7
647,523,8,"Stage transition: stg01 → stg02","2025-10-24 14:07:39.646161+07","new","contacted",NULL,NULL,"stg01","stg02",8,8
648,523,8,"Stage transition: stg02 → stg03","2025-11-02 02:07:39.646161+07","contacted","qualified",NULL,NULL,"stg02","stg03",8,8
649,523,8,"Stage transition: stg03 → stg04","2025-11-12 14:07:39.646161+07","qualified","qualified",NULL,NULL,"stg03","stg04",8,8
650,526,8,"Stage transition: stg01 → stg02","2025-10-10 17:13:39.646161+07","new","assigned",NULL,NULL,"stg01","stg02",8,8
651,526,8,"Stage transition: stg02 → stg03","2025-10-20 04:13:39.646161+07","assigned","qualified",NULL,NULL,"stg02","stg03",8,8
652,526,8,"Stage transition: stg03 → stg04","2025-10-31 15:13:39.646161+07","qualified","qualified",NULL,NULL,"stg03","stg04",8,8
653,526,8,"Stage transition: stg04 → stg05","2025-11-06 23:13:39.646161+07","qualified","qualified",NULL,NULL,"stg04","stg05",8,8
654,528,7,"Stage transition: stg01 → stg02","2025-11-12 12:15:39.646161+07","new","contacted",NULL,NULL,"stg01","stg02",7,7
